가수명,노래제목,발매일,가사,좋아요수,순위
영탁,찬찬히 (Take It Slow),2022-07-04,주위를 둘러본다달라져 있는 풍경가본 적 없는 길을말없이 걸어간다떨리는 나의 손을그대가 잡아준다날 바라보는 그대 마음이따스히 느껴진다찬찬히 찬찬히 갈래요우리 만남이 얼마나 귀한가요서두르지 말고 경치도 보면서한발 두발 가자구요찬찬히 찬찬히 따라와요내 손 꼭 잡고 붙어서 걸어가요돌짝길도 좋고 꽃길은 더 좋아오래 봐요 우리오래사랑이란 감정을조금은 알 것 같아그대와 함께 걸어가는 길이제야 온 것 같아찬찬히 찬찬히 갈래요우리 만남이 얼마나 귀한가요서두르지 말고 경치도 보면서한발 두발 가자구요 찬찬히 찬찬히 따라와요내 손 꼭 잡고 붙어서 걸어가요돌짝길도 좋고 꽃길은 더 좋아오래 봐요 우리내 맘이 내 맘이 그래요그대 사랑이 벅차고 감사해요걱정할 것 없이 눈치 볼 것 없이그대 눈만 바라봐요찬찬히 찬찬히 따라와요내 손 꼭 잡고 붙어서 걸어가요비가 와도 좋고 햇살은 더 좋아함께 가요 우리함께...,5901,611
윤하 (YOUNHA),Parade,2017-12-27,진짜 놀란 게 뭔지 아니알람이 다정한 거 설레는 거유난히 무겁던 눈꺼풀이번쩍 떠지는 거 가벼운 거어딘가 전부 다 낯선 이 기분침대와 벽지 창 밖도 다어딘가 멀리 난 떠나온 기분딱 그 느낌이야네가 내게 온 그 날 후로부쩍 친절한 이 도시가날 반겨주는 걸 It's like dururururu좋은 일이 생길 것 같아 참 걷고 싶은 날이야다 손을 흔들며 It's like dururururuParade parade parade parade 티파니에서 아침을 맞이한 기분주인공 같은 이런 착각도 뭐 한번쯤눈에 보이는 거 귀에 들리는 거전부 아름다워 지금다 이게 단 한 사람 때문에벌어진 일이야네가 내게 온 그 날 후로부쩍 친절한 이 도시가날 반겨주는 걸 It's like dururururu좋은 일이 생길 것 같아 참 걷고 싶은 날이야다 손을 흔들며 It's like dururururuParade parade parade parade 사랑이란 한 순간나를 낯선 곳에 데려와정말 사랑이란 한 순간나를 낯선 곳에 데려와Parade parade parade parade,76087,612
허각,모노드라마 (With 유승우),2013-02-05,조용히 앉아서 우릴 생각해이렇게 돼버린 우릴가만히 눈을 감고 널 기억해네 얼굴 또 우리 둘난 또 서성이면서 우리를 생각해이렇게 돼버린 우릴절대 돌이킬 수 없게 돼버린걸어떡해 난 어떡해어쩌면 모두 끝났겠지만어쩌면 돌이킬 순 없겠지만말도 안돼자신 없단 말은 하지마 어떡해그리워 더 그리워미칠 듯이 난 그리워너의 기억만 가득 남아서이렇게 네가 그리워사랑해 널 사랑해미칠 듯 너를 사랑해난 괜찮아 나는 괜찮아속삭이는 고백까맣게 그을린 밤이 찾아오고네 방에 불이 켜지면흘러나오는 이 노랠 듣겠지이렇게 날 듣겠지어쩌면 너무 늦었겠지만어쩌면 너무 늦었겠지만 말도 안돼자신 없단 말은 하지마 어떡해그리워 더 그리워미칠 듯이 난 그리워너의 기억만 가득 남아서이렇게 네가 그리워사랑해 널 사랑해미칠 듯 너를 사랑해난 괜찮아 나는 괜찮아속삭이는 고백알아 난 나보다널 더 많이 사랑한다고너 없이는 단 하루도숨 쉬며 살아갈 수 없어 그리워 더 그리워미칠 듯이 난 그리워 너의 기억만 가득 남아서이렇게 네가 그리워사랑해 널 사랑해미칠 듯 너를 사랑해난 괜찮아 나는 괜찮아속삭이는 고백밤 하늘을 보며 너를 추억해지울 수도 없는 너를,103572,613
더 넛츠 (The NuTs),잔소리,2006-12-18,아무일 없지 지낼만 하지 거 봐 괜찮다고 했잖아 장난기 어린 네 맑은 음성이 하루종일 내 곁에 있곤 해  어딜 가든지 내가 무얼 하든지 혼자 내버려 두질 않아 무얼 먹어야 할지 무얼 입어야 할지 가면 갈수록 더해지는 너의 잔소리  그래서 눈물 나 내 귓가에 네가 있는데 너를 볼 수 없다는게 그게 너무 슬퍼서  그래서 눈물 나 내 가슴에 살아 있는 널 너무 보고 싶어서 너무 보고 싶어서 너무 아파  저 여잔 어때 자꾸 등을 떠밀어 다른 여잘 만나게 해도 열 번이면 열 번다 이뤄질 수 없었고 그런 날이면 전쟁 같은 너의 잔소리  그래서 눈물 나 나 그렇게 누굴 만나면 이제 다신 내 귓가에 오지 않을 너라서  그래서 눈물 나 너 그렇게 보내 버리면 니가 보고 싶어서 너무나 보고 싶어서 눈물이 나  어쩜 이렇게 아플까 가슴 터질 것처럼 그저 너 하나 없는 것 일뿐인데  그래서 눈물 나 이 세상이 해준 것 보다 니가 내게 해준 것이 너무 나도 많아서  그래서 눈물 나 널 더 이상 듣지 못한 채 주먹만 한 가슴에 너를 살게 하는 게 미안해서,30023,614
스탠딩 에그,나는 어떡해,2022-06-12,오늘도 어제보다 예쁜데내일도 오늘보다 예쁠 땐나는 어떡해 나는 어떡해볼 때마다 빠져들어 끝이 없겠네웃을 때마다 빛이 나서 눈이 멀겠네눈을 떠도 있고 눈을 감아도 있어사랑에 빠진 걸까어떡하면 마주칠까 하루가 바뻐스쳐 가는 한마디에 하루가 들떠지금도 벅찬데너와 매일 얘기 할 땐감당할 수 있을까오늘도 어제보다 예쁜데내일도 오늘보다 예쁠 땐나는 어떡해 나는 어떡해사랑에 빠진 걸까오늘도 어제보다 좋은데내일도 오늘보다 좋을 땐나는 어떡해 나는 어떡해말해줘 넌 어때볼 때마다 새로워서 끝이 없겠네더 가까이서 바라보면 숨이 멎겠네지금도 설레는데네가 매일 웃어줄 땐감당할 수 있을까오늘도 어제보다 예쁜데내일도 오늘보다 예쁠 땐나는 어떡해 나는 어떡해사랑에 빠진 걸까오늘도 어제보다 좋은데내일도 오늘보다 좋을 땐나는 어떡해 나는 어떡해말해줘 넌 어때You know 나에게 네가 다가와한 걸음씩 내딛는 순간마다햇살이 입혀지네오늘도 어제보다 예쁜데내일도 오늘보다 예쁠 땐나는 어떡해 나는 어떡해사랑에 빠진 걸까오늘도 어제보다 좋은데내일도 오늘보다 좋을 땐나는 어떡해 나는 어떡해말해줘 넌 어때어제보다 오늘이 더오늘보다 내일이 더,3018,615
KCM,흑백사진,2004-09-07,아주 오래전 눈이 커다란소녀를 봤어긴 생머리에 예쁜 교복이너무 잘 어울렸어너의 그림자를 따라 걸었지두근대는 가슴 몰래 감추며어느새 너는 눈이 따스한숙녀가 됐어 아름다움에 물들어가는너를 바라보면서너는 신이 주신 선물이라고축복일거라고 감사해감히 사랑한다고 말할까조금 더 기다려볼까그렇게 멀리서 널 사랑해왔어내겐 너무나 소중한 너다가 설 수도 없었던 나그래도 나 이렇게 행복한 걸아직도 나는 너의 뒤에서애태우지만시간이 흘러 아주 먼 훗날그땐 얘기해줄께니가 얼마나 날 웃게 했는지설레게 했는지 감사해감히 사랑한다고 말할까조금 더 기다려볼까그렇게 멀리서 널 사랑해 왔어내겐 너무나 소중한 너다가설 수도 없었던 나그래도 나 이렇게 행복한 걸가끔은 두려운거야혹시라도 내가 널 잊을까봐크게 소리쳐 이름 부를까그럼 내 사랑 들릴까그렇게 멀리서 나 망설여왔어내게 세상을 선물한 너무엇도 줄 수 없었던 나 그래서 나 웃어도 눈물인 걸,28263,616
이예준,더 보고 싶고 미안하고 그래,2022-03-29,널 사랑했던 모든 순간이내겐 얼마나 소중한지 넌 알까좀 더 안아줬더라면 사랑한다고 더말했다면 우리 달라졌을까서투른 끝이 후회돼서더 보고 싶고 미안하고 그래넌 지금 어딨니 혹시 듣고 있니듣고 있다면 날 떠올려줄래다시 예전처럼 너의 손을 잡고 걷고 싶어우리 사랑했었던 그때처럼 말야시간이 가면 잊혀진단 말다 거짓말 같아넌 지금 어딨니 혹시 듣고 있니듣고 있다면 날 떠올려줄래다시 예전처럼 너의 손을 잡고 걷고 싶어우리 사랑했었던 그때처럼헤어지던 날 넌 고갤 숙인 채가지 말라고 했어날 붙잡던 너에게 난 맘에도 없는못된 말만 했었어언젠가 시간이 지나서우릴 떠올렸을 때 아프지 않게좋은 기억만 남기고 웃었으면 좋겠어너를 너무 사랑했어네가 너무 보고 싶어,6547,617
백예린 (Yerin Baek),한계,2021-09-10,내가 원하는 나의 모습과 네가 필요로 하는 나의 모습이 같지가 않다는 것잘못된 건 아니지 않나요미안할 일 아니지 않나요그런데 왜 또 그렇게 자꾸 날 몰아세우는 건데도대체 뭐를 더 어떻게 해난 몇 마디의 말과 몇 번의 손짓에또 몇 개의 표정과 흐르는 마음에울고 웃는 그런 나약한 인간일 뿐인데대체 내게서 뭐를 더 바라나요내가 줄 수 있는 것 그 이상을 줄 수 없음에 미안해해야 하는 건 이제 그만둘래요달라졌구나 참 많이도 변했구나난 여전히 그대론데 넌 달라져 버렸어근데 혹시 한 번쯤 반대로 생각해 본 적은 없었나요난 몇 마디의 말과 몇 번의 손짓에또 몇 개의 표정과 흐르는 마음에울고 웃는 그런 나약한 인간일 뿐인데 대체 내게서 뭐를 더 바라나요내가 줄 수 있는 것 그 이상을 줄 수 없음에 미안해해야 하는 건 이제 그만둘래요빼곡히 들어선 의미라 했지만나에겐 공허하기만 한일방성의 무의미함방랑과 방황의 차이난 몇 마디의 말과 몇 번의 손짓에또 몇 개의 표정과 흐르는 마음에울고 웃는 그런 나약한 인간일 뿐인데대체 내게서 뭐를 더 바라나요내가 줄 수 있는 것 그 이상을 줄 수 없음에 미안해해야 하는 건 이제 그만둘래요,40885,618
김종국,한 남자,2004-06-18,참 오래됐나봐 이 말 조차 무색 할 만큼 니 눈빛만 봐도 널 훤히 다 아는 니 친구처럼 너의 그림자 처럼늘 함께 했나봐 니가 힘들때나 슬플 때 외로워 할때도 또 이별 앓고서 아파할때도 니 눈물 닦아줄-한 남자가있어 널 너무 사랑한한 남자가 있어 사랑해 말도 못하는 니 곁에 손 내밀면 꼭 닿을 거리에 자신보다 아끼는 널 가진 내가 있어 너를 웃게 하는 일오직 그것만 생각하고 언제 어디서나 너를 바라보고 널 그리워 하고 니 걱정만 하는 한 남자가있어 널 너무 사랑한한 남자가 있어 사랑해 말도 못하는 니 곁에 손 내밀면 꼭 닿을 거리에 자신보다 아끼는 널 가진 내가 있어천번쯤 삼키고 워- 또 만번쯤 추스려 보지만 말하고 싶어 미칠것 같은데 널 와락 난 안고 싶은데한 여자가 있어 이런 날 모르는 사랑 받으면서 사랑 인줄도 모르는 나만큼 꼭 바보같은 슬픈 널 두고 이 순간도 눈물이 나지만 행복한 걸 니가 곁에 있기 때문이야-,31141,619
펀치 (Punch),Done For Me,2019-08-18,지울게 너에게 남겨줬던 추억까지도바랄게 너와의 기억도 남지 못하게더는 다가갈 수 없어 네게이런 마음이 너무 두려워너의 기억 모두 가져가 줘다 지워줘done for me깨끗이 지워질 수 있을까널 벗어날 수 있을까사랑했던 기억도다 비워낼 수 있을까더 이뤄질 수는 없어난 다가갈 수 없어미친 듯이 뛰어가너 없는 곳에 가사랑은 갔고남겨진 추억들은 아팠고네가 내게 남겨줬던기억은 가시가 됐고다 사라졌으면 해모두 지워졌으면 해나 쉴 수 있게 널떠날게 가질 수 없는너란 걸 알고 있어보낼게 너와의 기억 모두 다 버릴게더는 다가갈 수 없어 네게이런 마음이 너무 두려워너의 기억 모두 가져가 줘다 지워줘done for me나의 기억에서 떠나가줘너의 추억들도 가져가 줘지워줘 너의 그리움까지도그리워도 그립지는 않게모든 순간들을 잊어볼게 다 잊을게너의 작은 흔적까지도지울게 너에게남겨줬던 추억까지도바랄게 너와의 기억도 남지 못하게더는 다가갈 수 없어 네게이런 마음이 너무 두려워너의 기억 모두 가져가 줘다 지워줘done for me너를 떠날 수밖에멀어질 수밖에 없으니까이런 나를 제발 용서해줘언젠가는 우리 다시 만날 수 있기를done for medone for me,100912,620
이승기,사랑이 술을 가르쳐 (Feat. 백찬 From 8eight),2010-01-19,끝까지 넌 참 많은 걸 가르쳐내가 몰랐던 것들을 알게해어쩌면 날 버리고 떠나서도계속 내 주변을 멤도는듯해사랑을 가르쳐 기쁨 알게하고이별을 가르쳐 눈물 알게하고알고 싶지 않던 것도 알게해너 때문에 못하던 술을 해관심없던 노랫말이 들려잊고 싶어 술을 마시고술 마시면 또 보고 싶어왜 잊는 법은 안가르치고 떠난거야끝까지 넌 정이 너무 많아서이다지도 많은 것을 남겨줘추억을 남기고 날 울게하고상처를 남기고 아프게하고고칠 수 없는 마음에 병을 줘너 때문에 못하던 술을 해관심없던 노랫말이 들려잊고 싶어 술을 마시고술 마시면 또 보고 싶어왜 잊는 법은 안가르치고 떠난거야내 내 내 내 내 몸이망가지는 걸 느껴Yeah I am a looser내 얼굴에 낯빛은점점 더 어두두워져눈시울에 또 젖어그 기운은 온 몸으로 퍼져내 뼈속까지 시리게 만들어제발 좀 살려줘내가 알 필요없는 행복까지니가 알려줬잖아내게 없던 행복일지라도이제 없어선 안되잖아갑자기 니가 없어지니깐뭘 해야될지를 몰라그저 무엇보다 니가 보고 싶어단 하루도 제정신이 아니야술 없이는 난 살 수가 없어술잔 위에 너를 띄우고눈물로 다시 너를 지워왜 잊는 법은 안가르치고 떠난거야왜 잊는 법은 안가르치고 떠난거야,31750,621
싸이 (PSY),기댈곳,2017-05-10,당신의 오늘 하루가힘들진 않았나요나의 하루는 그저 그랬어요괜찮은 척하기가혹시 힘들었나요난 그저 그냥 버틸만했어요솔직히 내 생각보다세상은 독해요솔직히 난 생각보다강하진 못해요하지만 힘들다고어리광 부릴 수는 없어요버틸 거야 견딜 거야 괜찮을 거야하지만 버틴다고계속 버텨지지는 않네요그래요 나 기댈 곳이 필요해요그대여 나의 기댈 곳이 돼줘요당신의 고된 하루를누가 달래주나요다독여달라고 해도 소용없어요솔직히 난 세상보다한참 부족해요솔직히 난 세상만큼차갑진 못해요하지만 힘들다고어리광 부릴 수는 없어요버틸 거야 견딜 거야 괜찮을 거야하지만 버틴다고계속 버텨지지는 않네요그래요 나 기댈 곳이 필요해요그대여 나의 기댈 곳이 돼줘요항상 난 세상이 날 알아주길 바래실은 나 세상이 날 안아주길 바래괜찮은 척하지만사는 게 맘 같지는 않네요저마다의 웃음 뒤엔 아픔이 있어하지만 아프다고소리 내고 싶지는 않아요그래요 나 기댈 곳이 필요해요그대여 나의 기댈 곳이 돼줘요,24735,622
